f,ReportedAddress,CrossStreet,Town,State,concate,ReportedDate,Endingleakgrade,Endingleakgradenumber
7343346,48 PATTON RD,,WELLESLEY,MA,"48 PATTON RD WELLESLEY, MA",4/11/2018,3,3
7345165,489A WORCESTER TPKE,,WELLESLEY,MA,"489A WORCESTER TPKE WELLESLEY, MA",6/26/2018,3,3
39207,5 DEAN RD,,WELLESLEY,MA,"5 DEAN RD WELLESLEY, MA",8/3/1992,3,3
7346197,5 HARDY RD,,WELLESLEY,MA,"5 HARDY RD WELLESLEY, MA",8/7/2018,2,2
289493,5 JACKSON RD,,WELLESLEY,MA,"5 JACKSON RD WELLESLEY, MA",6/14/2006,3,3
922798,5 ROCKRIDGE RD,,WELLESLEY,MA,"5 ROCKRIDGE RD WELLESLEY, MA",6/27/2012,3,3
255112,5 SHELLEY RD,,WELLESLEY,MA,"5 SHELLEY RD WELLESLEY, MA",6/16/2003,3,3
5568239,50 ELM ST,,WELLESLEY,MA,"50 ELM ST WELLESLEY, MA",7/9/2015,3,3
255091,50 EMERSON RD,,WELLESLEY,MA,"50 EMERSON RD WELLESLEY, MA",6/16/2003,3,3
7346515,50 RICE ST,,WELLESLEY,MA,"50 RICE ST WELLESLEY, MA",8/25/2018,2,2
5567848,507 WORCESTER TPKE,,WELLESLEY,MA,"507 WORCESTER TPKE WELLESLEY, MA",7/8/2015,3,3
7347723,53 EMERSON RD,,WELLESLEY,MA,"53 EMERSON RD WELLESLEY, MA",9/28/2018,3,3
323226,55 WOODRIDGE RD,,WELLESLEY,MA,"55 WOODRIDGE RD WELLESLEY, MA",3/26/2009,3,3
940935,56 SEAVER ST,,WELLESLEY,MA,"56 SEAVER ST WELLESLEY, MA",7/20/2012,3,3
7342486,57 AUDUBON RD,,WELLESLEY,MA,"57 AUDUBON RD WELLESLEY, MA",3/8/2018,3,3
2824896,58 LINCOLN RD,,WELLESLEY,MA,"58 LINCOLN RD WELLESLEY, MA",9/26/2014,3,3
7342707,59 SMITH ST,,WELLESLEY,MA,"59 SMITH ST WELLESLEY, MA",3/20/2018,3,3
7345158,6 BRADFORD RD,,WELLESLEY,MA,"6 BRADFORD RD WELLESLEY, MA",6/26/2018,3,3
4614883,6 DINSMORE RD,,WELLESLEY,MA,"6 DINSMORE RD WELLESLEY, MA",6/25/2015,3,3
5567647,6 FRANCIS RD,,WELLESLEY,MA,"6 FRANCIS RD WELLESLEY, MA",7/7/2015,3,3
7337439,6 LINCOLN RD,,WELLESLEY,MA,"6 LINCOLN RD WELLESLEY, MA",8/14/2017,3,3
7344733,6 VANE ST,,WELLESLEY,MA,"6 VANE ST WELLESLEY, MA",5/17/2018,3,3
5568874,61 KENILWORTH RD,,WELLESLEY,MA,"61 KENILWORTH RD WELLESLEY, MA",7/23/2015,3,3
7347288,61 LINCOLN RD,,WELLESLEY,MA,"61 LINCOLN RD WELLESLEY, MA",9/15/2018,3,3
7344428,63 LINDEN SQ,,WELLESLEY,MA,"63 LINDEN SQ WELLESLEY, MA",5/9/2018,2,2
5247809,63 LINDEN ST,,WELLESLEY,MA,"63 LINDEN ST WELLESLEY, MA",7/2/2015,3,3
7347286,65 LINCOLN RD,,WELLESLEY,MA,"65 LINCOLN RD WELLESLEY, MA",9/15/2018,3,3
39168,65 LIVERMORE RD,,WELLESLEY,MA,"65 LIVERMORE RD WELLESLEY, MA",6/14/1995,3,3
1362655,66 PILGRIM RD,,WELLESLEY,MA,"66 PILGRIM RD WELLESLEY, MA",9/13/2013,3,3
248598,69 CEDAR ST,,WELLESLEY,MA,"69 CEDAR ST WELLESLEY, MA",7/16/2003,3,3
7347900,694 WORCESTER TPKE,,WELLESLEY,MA,"694 WORCESTER TPKE WELLESLEY, MA",10/5/2018,3,3
7344566,7 BENTON ST,,WELLESLEY,MA,"7 BENTON ST WELLESLEY, MA",5/17/2018,2,2
7329974,7 BRADFORD RD,,WELLESLEY,MA,"7 BRADFORD RD WELLESLEY, MA",11/2/2016,3,3
7347720,7 BRYN MAWR RD,,WELLESLEY,MA,"7 BRYN MAWR RD WELLESLEY, MA",9/25/2018,2,2
5217503,7 BUCKNELL RD,,WELLESLEY,MA,"7 BUCKNELL RD WELLESLEY, MA",6/16/2015,3,3
7343919,7 DUKES RD,,WELLESLEY,MA,"7 DUKES RD WELLESLEY, MA",4/27/2018,3,3
4536658,7 WOODCLIFF RD,,WELLESLEY,MA,"7 WOODCLIFF RD WELLESLEY, MA",6/26/2015,3,3
304732,70 OAK ST,,WELLESLEY,MA,"70 OAK ST WELLESLEY, MA",9/24/2007,3,3
149178,71 HUNDREDS RD,,WELLESLEY,MA,"71 HUNDREDS RD WELLESLEY, MA",5/4/1999,3,3
255077,76 WASHINGTON ST,,WELLESLEY,MA,"76 WASHINGTON ST WELLESLEY, MA",7/18/2003,3,3
7347260,77 BENVENUE ST,,WELLESLEY,MA,"77 BENVENUE ST WELLESLEY, MA",9/17/2018,2,2
5139452,8 BOW ST,,WELLESLEY,MA,"8 BOW ST WELLESLEY, MA",7/24/2015,3,3
7344751,8 HASTINGS ST,,WELLESLEY,MA,"8 HASTINGS ST WELLESLEY, MA",5/22/2018,3,3
7341863,8 HIGHGATE ,,WELLESLEY,MA,"8 HIGHGATE  WELLESLEY, MA",2/8/2018,3,3
7336248,81 GLEN RD,,WELLESLEY,MA,"81 GLEN RD WELLESLEY, MA",7/7/2017,3,3
7336753,81 MAUGUS AVE,,WELLESLEY,MA,"81 MAUGUS AVE WELLESLEY, MA",7/28/2017,3,3
110519,814 WORCESTER TPKE,,WELLESLEY,MA,"814 WORCESTER TPKE WELLESLEY, MA",3/27/1997,3,3
841968,82 BEECHWOOD RD,,WELLESLEY,MA,"82 BEECHWOOD RD WELLESLEY, MA",4/1/2012,3,3
7349074,83 WALNUT ST,,WELLESLEY,MA,"83 WALNUT ST WELLESLEY, MA",9/24/2018,2,2
7329694,84 EDMUNDS RD,,WELLESLEY,MA,"84 EDMUNDS RD WELLESLEY, MA",10/19/2016,3,3
1244058,84 LINDEN ST,,WELLESLEY,MA,"84 LINDEN ST WELLESLEY, MA",5/30/2013,2,2
7333499,846 WORCESTER TPKE,,WELLESLEY,MA,"846 WORCESTER TPKE WELLESLEY, MA",4/12/2017,3,3
5590606,85 BENVENUE ST,,WELLESLEY,MA,"85 BENVENUE ST WELLESLEY, MA",7/24/2015,3,3
7343893,85 MONADNOCK RD,,WELLESLEY,MA,"85 MONADNOCK RD WELLESLEY, MA",4/26/2018,3,3
7344758,85 PROSPECT ST,,WELLESLEY,MA,"85 PROSPECT ST WELLESLEY, MA",5/18/2018,3,3
1337356,870 WORCESTER TPKE,,WELLESLEY,MA,"870 WORCESTER TPKE WELLESLEY, MA",8/20/2013,3,3
7343921,9 GRANITE ST,,WELLESLEY,MA,"9 GRANITE ST WELLESLEY, MA",4/23/2018,3,3
906502,9 ROANOKE RD,,WELLESLEY,MA,"9 ROANOKE RD WELLESLEY, MA",6/13/2012,3,3
4339033,9 SALEM RD,,WELLESLEY,MA,"9 SALEM RD WELLESLEY, MA",6/4/2015,3,3
7348027,90 DONAZETTE ST,,WELLESLEY,MA,"90 DONAZETTE ST WELLESLEY, MA",10/15/2018,2,2
2640060,90 SEAVER ST,,WELLESLEY,MA,"90 SEAVER ST WELLESLEY, MA",1/20/2015,3,3
1364344,92 CLIFF RD,,WELLESLEY,MA,"92 CLIFF RD WELLESLEY, MA",10/1/2013,3,3
305095,94 EDMUNDS RD,,WELLESLEY,MA,"94 EDMUNDS RD WELLESLEY, MA",10/6/2007,3,3
7347794,94 ELMWOOD RD,,WELLESLEY,MA,"94 ELMWOOD RD WELLESLEY, MA",9/23/2018,3,3
1414419,987 WORCESTER TPKE,,WELLESLEY,MA,"987 WORCESTER TPKE WELLESLEY, MA",10/23/2013,3,3
290446,OP239 WESTON RD,,WELLESLEY,MA,"OP239 WESTON RD WELLESLEY, MA",7/11/2006,3,3
290444,OP271 WESTON RD,,WELLESLEY,MA,"OP271 WESTON RD WELLESLEY, MA",7/12/2006,3,3
7348266,12 PARSONS HILL LN,,WENHAM,MA,"12 PARSONS HILL LN WENHAM, MA",10/18/2018,3,3
331909,130 MAIN ST,,WENHAM,MA,"130 MAIN ST WENHAM, MA",3/25/2010,3,3
5501058,4 PLEASANT ST,,WENHAM,MA,"4 PLEASANT ST WENHAM, MA",8/25/2015,3,3
339322,80 LARCH ROW,,WENHAM,MA,"80 LARCH ROW WENHAM, MA",11/13/2010,3,3
7338843,91 GRAPEVINE RD,,WENHAM,MA,"91 GRAPEVINE RD WENHAM, MA",10/5/2017,3,3
7322825, MAIN ST,W BROOKFIELD RD,WEST BROOKFIELD,MA," MAIN ST WEST BROOKFIELD, MA",1/21/2016 17:38,3,3
245302, WICKABOAG VALLEY RD,  ,WEST BROOKFIELD,MA," WICKABOAG VALLEY RD WEST BROOKFIELD, MA",4/10/2003,3,3
316255,106 MAIN ST,,WEST BROOKFIELD,MA,"106 MAIN ST WEST BROOKFIELD, MA",11/24/2008,3,3
4304379,11 LAKE SHORE DR,,WEST BROOKFIELD,MA,"11 LAKE SHORE DR WEST BROOKFIELD, MA",7/31/2014,3,3
7340229,117 MAIN ST,,WEST BROOKFIELD,MA,"117 MAIN ST WEST BROOKFIELD, MA",12/6/2017,3,3
281174,12 BIRCH HILL RD,,WEST BROOKFIELD,MA,"12 BIRCH HILL RD WEST BROOKFIELD, MA",10/28/2005,3,3
7337849,12 OLD WARREN RD,,WEST BROOKFIELD,MA,"12 OLD WARREN RD WEST BROOKFIELD, MA",8/30/2017,3,3
252026,147 MAIN ST,,WEST BROOKFIELD,MA,"147 MAIN ST WEST BROOKFIELD, MA",9/25/2003,3,3
7347962,15 WEST ST,,WEST BROOKFIELD,MA,"15 WEST ST WEST BROOKFIELD, MA",10/2/2018,3,3
265008,16 OLD WARREN RD,,WEST BROOKFIELD,MA,"16 OLD WARREN RD WEST BROOKFIELD, MA",8/26/2004,3,3
7338146,18 OLD WARREN RD,,WEST BROOKFIELD,MA,"18 OLD WARREN RD WEST BROOKFIELD, MA",9/7/2017,3,3
252005,18 WEST ST,,WEST BROOKFIELD,MA,"18 WEST ST WEST BROOKFIELD, MA",9/25/2003,3,3
4560530,208 MAIN ST,,WEST BROOKFIELD,MA,"208 MAIN ST WEST BROOKFIELD, MA",6/25/2015,3,3
7340263,21 OLD WARREN RD,,WEST BROOKFIELD,MA,"21 OLD WARREN RD WEST BROOKFIELD, MA",10/17/2016,3,3
329275,7 CUTLER RD,,WEST BROOKFIELD,MA,"7 CUTLER RD WEST BROOKFIELD, MA",12/15/2009,3,3
265137,72 WICKABOAG VALLEY RD,,WEST BROOKFIELD,MA,"72 WICKABOAG VALLEY RD WEST BROOKFIELD, MA",9/2/2004,3,3
7347898,79 WICKABOAG VALLEY RD,,WEST BROOKFIELD,MA,"79 WICKABOAG VALLEY RD WEST BROOKFIELD, MA",10/4/2018,3,3
239223,83 MAIN ST,,WEST BROOKFIELD,MA,"83 MAIN ST WEST BROOKFIELD, MA",12/10/2002,3,3
7347528,86 WICKABOAG VALLEY RD,,WEST BROOKFIELD,MA,"86 WICKABOAG VALLEY RD WEST BROOKFIELD, MA",8/29/2018,3,3
239363,9 WESTWOOD TER,,WEST BROOKFIELD,MA,"9 WESTWOOD TER WEST BROOKFIELD, MA",12/10/2002,3,3
4612888,9 WOOD DR,,WEST BROOKFIELD,MA,"9 WOOD DR WEST BROOKFIELD, MA",6/24/2015,3,3
329272,94 MAIN ST,,WEST BROOKFIELD,MA,"94 MAIN ST WEST BROOKFIELD, MA",12/15/2009,3,3
281226,pole # 1 BIRCH HILL RD,,WEST BROOKFIELD,MA,"pole # 1 BIRCH HILL RD WEST BROOKFIELD, MA",10/28/2005,3,3
281243,pole # 2 BIRCH HILL RD,,WEST BROOKFIELD,MA,"pole # 2 BIRCH HILL RD WEST BROOKFIELD, MA",10/28/2005,3,3
7349195,7 MERRILL ST,,WEST NEWBURY,MA,"7 MERRILL ST WEST NEWBURY, MA",11/9/2018,3,3
1517730, BAKER ST, RUMFORD RD,WEST ROXBURY,MA," BAKER ST WEST ROXBURY, MA",11/17/2013,3,3
7334964, BAKER ST, CUTTER RD,WEST ROXBURY,MA," BAKER ST WEST ROXBURY, MA",6/2/2017,3,3
7340122, BURNSIDE AVE, WELD ST,WEST ROXBURY,MA," BURNSIDE AVE WEST ROXBURY, MA",12/6/2017,3,3
7348965, CENTRE ST, NORTHDALE RD,WEST ROXBURY,MA," CENTRE ST WEST ROXBURY, MA",11/24/2018,3,3
7337226, CHESBROUGH RD, TARLETON RD,WEST ROXBURY,MA," CHESBROUGH RD WEST ROXBURY, MA",8/10/2017,3,3
7347341, FERNCROFT RD, CREST ST,WEST ROXBURY,MA," FERNCROFT RD WEST ROXBURY, MA",9/16/2018,3,3
7327172, GROVE ST, CENTRE ST,WEST ROXBURY,MA," GROVE ST WEST ROXBURY, MA",6/27/2016,3,3
7346851, MANTHORNE RD, RICKER HILL RD,WEST ROXBURY,MA," MANTHORNE RD WEST ROXBURY, MA",9/10/2018,3,3
7337771, PARTRIDGE ST, COWING ST,WEST ROXBURY,MA," PARTRIDGE ST WEST ROXBURY, MA",8/27/2017,3,3
7330051, ROXBURY PKY, CHURCH ST,WEST ROXBURY,MA," ROXBURY PKY WEST ROXBURY, MA",11/2/2016,3,3
7331139, SANBORN AVE, RUMFORD RD,WEST ROXBURY,MA," SANBORN AVE WEST ROXBURY, MA",11/17/2016,3,3
7346422, SPRING ST, MARSHALL ST,WEST ROXBURY,MA," SPRING ST WEST ROXBURY, MA",8/16/2018,3,3
7334572, WASHINGTON ST, HIGH VIEW AVE,WEST ROXBURY,MA," WASHINGTON ST WEST ROXBURY, MA",5/23/2017,3,3
1778371, WELD ST,W ROXBURY PKY,WEST ROXBURY,MA," WELD ST WEST ROXBURY, MA",9/12/2014,3,3
230947, WILLOWDEAN AV, REALTON RD,WEST ROXBURY,MA," WILLOWDEAN AV WEST ROXBURY, MA",5/22/2002,2,2
7342801, WOODLEY AVE, RUNNING BROOK RD,WEST ROXBURY,MA," WOODLEY AVE WEST ROXBURY, MA",4/6/2018,3,3
7345754,10 LEDGE HILL RD,,WEST ROXBURY,MA,"10 LEDGE HILL RD WEST ROXBURY, MA",7/17/2018,3,3
7348773,10 PARK ST,,WEST ROXBURY,MA,"10 PARK ST WEST ROXBURY, MA",11/8/2018,3,3
1638815,101 BELLEVUE HILL RD,,WEST ROXBURY,MA,"101 BELLEVUE HILL RD WEST ROXBURY, MA",5/8/2014,3,3
7337267,101 SAINT THERESA AVE,,WEST ROXBURY,MA,"101 SAINT THERESA AVE WEST ROXBURY, MA",8/14/2017,3,3
7337396,102 ANAWAN AVE,,WEST ROXBURY,MA,"102 ANAWAN AVE WEST ROXBURY, MA",8/16/2017,3,3
308648,103 KEYSTONE ST,,WEST ROXBURY,MA,"103 KEYSTONE ST WEST ROXBURY, MA",10/9/2007,3,3
7348325,103 SANBORN AVE,,WEST ROXBURY,MA,"103 SANBORN AVE WEST ROXBURY, MA",10/21/2018,3,3
7343570,105 GREATON RD,,WEST ROXBURY,MA,"105 GREATON RD WEST ROXBURY, MA",4/30/2018,3,3
7337891,105 RUSSETT RD,,WEST ROXBURY,MA,"105 RUSSETT RD WEST ROXBURY, MA",8/30/2017,3,3
7346276,108 LASELL ST,,WEST ROXBURY,MA,"108 LASELL ST WEST ROXBURY, MA",8/8/2018,2,2
7333481,11 MIDVALE RD,,WEST ROXBURY,MA,"11 MIDVALE RD WEST ROXBURY, MA",4/20/2017,3,3
7335245,11 WYCLIFF AVE,,WEST ROXBURY,MA,"11 WYCLIFF AVE WEST ROXBURY, MA",6/13/2017,3,3
7347358,111 KEYSTONE ST,,WEST ROXBURY,MA,"111 KEYSTONE ST WEST ROXBURY, MA",9/17/2018,2,2
7342952,116 SPRING ST,,WEST ROXBURY,MA,"116 SPRING ST WEST ROXBURY, MA",4/11/2018,2,2
7349376,117 WREN ST,,WEST ROXBURY,MA,"117 WREN ST WEST ROXBURY, MA",12/9/2018,3,3
7338018,12 CERDAN AVE,,WEST ROXBURY,MA,"12 CERDAN AVE WEST ROXBURY, MA",9/5/2017,3,3
7327173,12 HELDUN ST,,WEST ROXBURY,MA,"12 HELDUN ST WEST ROXBURY, MA",7/6/2016,3,3
7331073,121 REDLANDS RD,,WEST ROXBURY,MA,"121 REDLANDS RD WEST ROXBURY, MA",10/13/2016,3,3
7344117,1214 VETERANS OF FOREIGN WARS PKY,,WEST ROXBURY,MA,"1214 VETERANS OF FOREIGN WARS PKY WEST ROXBURY, MA",5/18/2018,1,1
313256,123 WREN ST,,WEST ROXBURY,MA,"123 WREN ST WEST ROXBURY, MA",8/18/2008,3,3
7339952,124 ANAWAN AVE,,WEST ROXBURY,MA,"124 ANAWAN AVE WEST ROXBURY, MA",11/29/2017,2,2
326162,13 SPARROW ST,,WEST ROXBURY,MA,"13 SPARROW ST WEST ROXBURY, MA",9/3/2009,3,3
1778315,134 GREATON RD,,WEST ROXBURY,MA,"134 GREATON RD WEST ROXBURY, MA",9/11/2014,3,3
298880,136 CHURCH ST,,WEST ROXBURY,MA,"136 CHURCH ST WEST ROXBURY, MA",3/26/2007,3,3
7346852,14 CROSSTOWN AVE,,WEST ROXBURY,MA,"14 CROSSTOWN AVE WEST ROXBURY, MA",9/9/2018,3,3
7337138,14 KENNETH ST,,WEST ROXBURY,MA,"14 KENNETH ST WEST ROXBURY, MA",8/4/2017,3,3
7342456,14 RICHWOOD ST,,WEST ROXBURY,MA,"14 RICHWOOD ST WEST ROXBURY, MA",2/28/2018,3,3
7347649,1435 VETERANS OF FOREIGN WARS PKY,,WEST ROXBURY,MA,"1435 VETERANS OF FOREIGN WARS PKY WEST ROXBURY, MA",10/4/2018,3,3
7337123,144 SPRING ST,,WEST ROXBURY,MA,"144 SPRING ST WEST ROXBURY, MA",8/9/2017,3,3
7347940,1440 VETERANS OF FOREIGN WARS PKY,,WEST ROXBURY,MA,"1440 VETERANS OF FOREIGN WARS PKY WEST ROXBURY, MA",10/15/2018,1,1
7343157,145 LAGRANGE ST,,WEST ROXBURY,MA,"145 LAGRANGE ST WEST ROXBURY, MA",4/19/2018,3,3
7333684,146 CHURCH ST,,WEST ROXBURY,MA,"146 CHURCH ST WEST ROXBURY, MA",4/24/2017,3,3
7345533,15 PRESTON RD,,WEST ROXBURY,MA,"15 PRESTON RD WEST ROXBURY, MA",7/11/2018,3,3
7345676,15 PRESTON RD,,WEST ROXBURY,MA,"15 PRESTON RD WEST ROXBURY, MA",7/13/2018,2,2
230946,15 REALTON RD,,WEST ROXBURY,MA,"15 REALTON RD WEST ROXBURY, MA",5/22/2002,3,3
7348071,150 LASELL ST,,WEST ROXBURY,MA,"150 LASELL ST WEST ROXBURY, MA",10/13/2018,3,3
7333682,152 CHURCH ST,,WEST ROXBURY,MA,"152 CHURCH ST WEST ROXBURY, MA",4/24/2017,3,3
1775236,152 STRATFORD ST,,WEST ROXBURY,MA,"152 STRATFORD ST WEST ROXBURY, MA",9/11/2014,3,3
7347648,155 BELLEVUE ST,,WEST ROXBURY,MA,"155 BELLEVUE ST WEST ROXBURY, MA",10/1/2018,2,2
7337483,157 LAGRANGE ST,,WEST ROXBURY,MA,"157 LAGRANGE ST WEST ROXBURY, MA",8/18/2017,2,2
334968,1575 VETERANS OF FOREIGN WARS PKY,,WEST ROXBURY,MA,"1575 VETERANS OF FOREIGN WARS PKY WEST ROXBURY, MA",6/30/2010,3,3
7331107,159 GLENELLEN RD,,WEST ROXBURY,MA,"159 GLENELLEN RD WEST ROXBURY, MA",10/12/2016,3,3
5200165,16 ALLEYNE ST,,WEST ROXBURY,MA,"16 ALLEYNE ST WEST ROXBURY, MA",8/7/2015,3,3
7335551,160 LASELL ST,,WEST ROXBURY,MA,"160 LASELL ST WEST ROXBURY, MA",6/14/2017,3,3
7323730,1600 VETERANS OF FOREIGN WARS PKY,,WEST ROXBURY,MA,"1600 VETERANS OF FOREIGN WARS PKY WEST ROXBURY, MA",2/29/2016,3,3
7333686,164 CHURCH ST,,WEST ROXBURY,MA,"164 CHURCH ST WEST ROXBURY, MA",4/24/2017,3,3
253181,1665 VETERANS OF FOREIGN WARS PKWY,,WEST ROXBURY,MA,"1665 VETERANS OF FOREIGN WARS PKWY WEST ROXBURY, MA",10/22/2003,3,3
7333685,168 CHURCH ST,,WEST ROXBURY,MA,"168 CHURCH ST WEST ROXBURY, MA",4/24/2017,3,3
7333681,174 CHURCH ST,,WEST ROXBURY,MA,"174 CHURCH ST WEST ROXBURY, MA",4/24/2017,3,3
7337141,1744 CENTRE ST,,WEST ROXBURY,MA,"1744 CENTRE ST WEST ROXBURY, MA",8/4/2017,3,3
7345280,1752 CENTRE ST,,WEST ROXBURY,MA,"1752 CENTRE ST WEST ROXBURY, MA",6/28/2018,2A,2
7347226,1764 CENTRE ST,,WEST ROXBURY,MA,"1764 CENTRE ST WEST ROXBURY, MA",9/22/2018,2A,2
7334188,18 ADDINGTON RD,,WEST ROXBURY,MA,"18 ADDINGTON RD WEST ROXBURY, MA",5/11/2017,3,3
7349089,18 GLENHAVEN RD,,WEST ROXBURY,MA,"18 GLENHAVEN RD WEST ROXBURY, MA",10/3/2018,2,2
7344814,1833 CENTRE ST,,WEST ROXBURY,MA,"1833 CENTRE ST WEST ROXBURY, MA",6/12/2018,2,2
7344812,1834 CENTRE ST,,WEST ROXBURY,MA,"1834 CENTRE ST WEST ROXBURY, MA",6/12/2018,2A,2
7343122,184 BELLEVUE ST,,WEST ROXBURY,MA,"184 BELLEVUE ST WEST ROXBURY, MA",4/18/2018,2,2
7344817,1850 CENTRE ST,,WEST ROXBURY,MA,"1850 CENTRE ST WEST ROXBURY, MA",6/12/2018,2A,2
7344905,1876 CENTRE ST,,WEST ROXBURY,MA,"1876 CENTRE ST WEST ROXBURY, MA",6/13/2018,2,2
7337872,19 ALBRIGHT ST,,WEST ROXBURY,MA,"19 ALBRIGHT ST WEST ROXBURY, MA",8/29/2017,3,3
7337580,19 STEARNS RD,,WEST ROXBURY,MA,"19 STEARNS RD WEST ROXBURY, MA",8/22/2017,3,3
7344900,1902 CENTRE ST,,WEST ROXBURY,MA,"1902 CENTRE ST WEST ROXBURY, MA",6/13/2018,2,2
7349574,1940 CENTRE ST,,WEST ROXBURY,MA,"1940 CENTRE ST WEST ROXBURY, MA",12/14/2018,2,2
7337801,197 MANTHORNE RD,,WEST ROXBURY,MA,"197 MANTHORNE RD WEST ROXBURY, MA",8/25/2017,3,3
7337797,197 MAPLE ST,,WEST ROXBURY,MA,"197 MAPLE ST WEST ROXBURY, MA",8/24/2017,3,3
7342936,2 GLENHAVEN RD,,WEST ROXBURY,MA,"2 GLENHAVEN RD WEST ROXBURY, MA",4/10/2018,3,3
7337136,20 KIRK ST,,WEST ROXBURY,MA,"20 KIRK ST WEST ROXBURY, MA",8/2/2017,3,3
7333482,20 MIDVALE RD,,WEST ROXBURY,MA,"20 MIDVALE RD WEST ROXBURY, MA",4/20/2017,3,3
321297,200 CHURCH ST,,WEST ROXBURY,MA,"200 CHURCH ST WEST ROXBURY, MA",4/9/2009,3,3
6402860,200 MOUNT VERNON ST,,WEST ROXBURY,MA,"200 MOUNT VERNON ST WEST ROXBURY, MA",9/26/2015,3,3
344701,201 STIMSON ST,,WEST ROXBURY,MA,"201 STIMSON ST WEST ROXBURY, MA",3/16/2011,3,3
7343120,202 STRATFORD ST,,WEST ROXBURY,MA,"202 STRATFORD ST WEST ROXBURY, MA",4/18/2018,3,3
7337385,2020 CENTRE ST,,WEST ROXBURY,MA,"2020 CENTRE ST WEST ROXBURY, MA",8/17/2017,3,3
5187753,203 GLENELLEN RD,,WEST ROXBURY,MA,"203 GLENELLEN RD WEST ROXBURY, MA",8/5/2015,2,2
7331675,215 STRATFORD ST,,WEST ROXBURY,MA,"215 STRATFORD ST WEST ROXBURY, MA",1/26/2017,3,3
7337135,218 SPRING ST,,WEST ROXBURY,MA,"218 SPRING ST WEST ROXBURY, MA",8/8/2017,3,3
7331142,22 TARLETON RD,,WEST ROXBURY,MA,"22 TARLETON RD WEST ROXBURY, MA",11/17/2016,3,3
7343038,222 SPRING ST,,WEST ROXBURY,MA,"222 SPRING ST WEST ROXBURY, MA",4/12/2018,2,2
7337090,23 WYCLIFF AVE,,WEST ROXBURY,MA,"23 WYCLIFF AVE WEST ROXBURY, MA",8/8/2017,2,2
7322321,2303 CENTRE ST,,WEST ROXBURY,MA,"2303 CENTRE ST WEST ROXBURY, MA",11/5/2015,3,3
7338580,235 BAKER ST,,WEST ROXBURY,MA,"235 BAKER ST WEST ROXBURY, MA",9/25/2017,3,3
7347606,238 VERMONT ST,,WEST ROXBURY,MA,"238 VERMONT ST WEST ROXBURY, MA",10/7/2018,2,2
7337330,24 CHESBROUGH RD,,WEST ROXBURY,MA,"24 CHESBROUGH RD WEST ROXBURY, MA",8/14/2017,3,3
7347624,24 ELGIN ST,,WEST ROXBURY,MA,"24 ELGIN ST WEST ROXBURY, MA",9/26/2018,2,2
892214,24 MANTHORNE RD,,WEST ROXBURY,MA,"24 MANTHORNE RD WEST ROXBURY, MA",5/30/2012,3,3
7337796,241 COREY ST,,WEST ROXBURY,MA,"241 COREY ST WEST ROXBURY, MA",8/29/2017,3,3
7324405,243 WELD ST,,WEST ROXBURY,MA,"243 WELD ST WEST ROXBURY, MA",4/1/2016,3,3
7331110,2440 CENTRE ST,,WEST ROXBURY,MA,"2440 CENTRE ST WEST ROXBURY, MA",11/17/2016,3,3
7337124,25 COTUIT ST,,WEST ROXBURY,MA,"25 COTUIT ST WEST ROXBURY, MA",8/10/2017,3,3
7330461,2524 CENTRE ST,,WEST ROXBURY,MA,"2524 CENTRE ST WEST ROXBURY, MA",12/1/2016,3,3
313345,254 PARK ST,,WEST ROXBURY,MA,"254 PARK ST WEST ROXBURY, MA",8/20/2008,3,3
7337542,2555 CENTRE ST,,WEST ROXBURY,MA,"2555 CENTRE ST WEST ROXBURY, MA",8/21/2017,3,3
122342,26 RICHWOOD ST,,WEST ROXBURY,MA,"26 RICHWOOD ST WEST ROXBURY, MA",4/21/1998,3,3
4989163,26 WESTMOUNT AVE,,WEST ROXBURY,MA,"26 WESTMOUNT AVE WEST ROXBURY, MA",7/22/2015,3,3
7339282,266 VERMONT ST,,WEST ROXBURY,MA,"266 VERMONT ST WEST ROXBURY, MA",10/20/2017,3,3
239584,2664 CENTRE ST,,WEST ROXBURY,MA,"2664 CENTRE ST WEST ROXBURY, MA",11/12/2002,3,3
7331090,27 MOVILLE ST,,WEST ROXBURY,MA,"27 MOVILLE ST WEST ROXBURY, MA",10/13/2016,3,3
313028,271 COREY ST,,WEST ROXBURY,MA,"271 COREY ST WEST ROXBURY, MA",8/6/2008,3,3
7333483,28 BURARD ST,,WEST ROXBURY,MA,"28 BURARD ST WEST ROXBURY, MA",4/20/2017,3,3
7337782,29 ADDINGTON RD,,WEST ROXBURY,MA,"29 ADDINGTON RD WEST ROXBURY, MA",8/28/2017,3,3
7335550,29 CASPAR ST,,WEST ROXBURY,MA,"29 CASPAR ST WEST ROXBURY, MA",6/14/2017,3,3
1100188,29 RICHWOOD ST,,WEST ROXBURY,MA,"29 RICHWOOD ST WEST ROXBURY, MA",12/8/2012,3,3
7347356,3 CASPAR ST,,WEST ROXBURY,MA,"3 CASPAR ST WEST ROXBURY, MA",9/18/2018,2,2
7347160,30 MEREDITH ST,,WEST ROXBURY,MA,"30 MEREDITH ST WEST ROXBURY, MA",9/17/2018,2,2
7345532,303 COREY ST,,WEST ROXBURY,MA,"303 COREY ST WEST ROXBURY, MA",7/8/2018,3,3
7338017,305 COREY ST,,WEST ROXBURY,MA,"305 COREY ST WEST ROXBURY, MA",9/4/2017,3,3
